"V2","V3","V8","V11","V14","V15","V1.1","V4.1","V4.2","V4.3","V5.1","V5.2","V5.3","V6.1","V6.2","V6.3","V6.4","V6.5","V6.6","V6.7","V6.8","V6.9","V6.10","V6.11","V6.12","V6.13","V6.14","V7.1","V7.2","V7.3","V7.4","V7.5","V7.6","V7.7","V7.8","V7.9","V9.1","V10.1","V12.1","V13.1","V13.2","V13.3","target"
0.132222222222222,0.0296428571428571,0.0759649122807017,0,0.064,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"2"
0.256666666666667,0.0655357142857143,0.152105263157895,0,0.13,0.002,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,"2"
0.388888888888889,0.214285714285714,0.0350877192982456,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.544920634920635,0.215714285714286,0.00140350877192982,0,0,0.0269,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"2"
0.509206349206349,0.375,0.175438596491228,0.104477611940299,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.363809523809524,0.157678571428571,0.0087719298245614,0.149253731343284,0.16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.23015873015873,0.03125,0.0336842105263158,0.0447761194029851,0.198,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.150793650793651,0.209821428571429,0.111228070175439,0.149253731343284,0.06,0.00245,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.128253968253968,0.00892857142857143,0.0233333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"2"
0.0860317460317461,0.306607142857143,0.0263157894736842,0.104477611940299,0.048,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.178571428571429,0.401785714285714,0.087719298245614,0.253731343283582,0.1,0.01208,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.150793650793651,0.0357142857142857,0.0292982456140351,0,0.15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"2"
0.53968253968254,0.285714285714286,0.276315789473684,0.0895522388059701,0,0.0126,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.216984126984127,0.517857142857143,0.108245614035088,0.0149253731343284,0.06,0.00011,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.435238095238095,0.232142857142857,0.0175438596491228,0.0447761194029851,0.0725,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.033015873015873,0.0208928571428571,0.0526315789473684,0.0298507462686567,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.527777777777778,0.464285714285714,0.181228070175439,0.134328358208955,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2"
0.67984126984127,0.660714285714286,0.526315789473684,0.253731343283582,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2"
0.693174603174603,0.303571428571429,0.245614035087719,0.0447761194029851,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.44968253968254,0.0371428571428571,0.175438596491228,0.0895522388059701,0.25,0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.246031746031746,0.528214285714286,0.176842105263158,0.0746268656716418,0.084,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.448412698412698,0.349642857142857,0.279298245614035,0.119402985074627,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.567460317460317,0.270892857142857,0.266140350877193,0.223880597014925,0,0.05,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2"
0.365079365079365,0.183035714285714,0.175438596491228,0,0,0.04,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.14015873015873,0.383928571428571,0.0145614035087719,0.0746268656716418,0,0.0056,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.223492063492063,0.0535714285714286,0.0701754385964912,0.164179104477612,0.217,0.00035,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.214285714285714,0.0566071428571429,0.0643859649122807,0.17910447761194,0.2915,0.00713,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.146825396825397,0.419642857142857,0.0175438596491228,0.0298507462686567,0.15,0.00551,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.222222222222222,0.0208928571428571,0.0087719298245614,0.0298507462686567,0.13,0.005,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.648095238095238,0.33625,0.50578947368421,0.164179104477612,0.015,0.003,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"2"
0.324126984126984,0.3275,0.157894736842105,0.17910447761194,0,0.00221,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.240793650793651,0.535714285714286,0.18719298245614,0.164179104477612,0,0.02283,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.252698412698413,0.0505357142857143,0.0263157894736842,0.0149253731343284,0.12,0.001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.41,0.496964285714286,0.302631578947368,0.0895522388059701,0.035,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.677301587301587,1,1,0.597014925373134,0,0.00015,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.644126984126984,0.241071428571429,0.0921052631578947,0.164179104477612,0,0.00284,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.432539682539683,0.0728571428571429,0.0043859649122807,0.343283582089552,0.2275,0.01236,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.288412698412698,0.159285714285714,0.211929824561404,0.0447761194029851,0.1555,0.003,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.44047619047619,0.055,0.12280701754386,0,0.108,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,"2"
0.161428571428571,0.02375,0.00578947368421053,0,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"2"
0.19047619047619,0.0178571428571429,0.0307017543859649,0,0.2455,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"2"
0.194444444444444,0.0357142857142857,0.0614035087719298,0,0.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.375714285714286,0.0728571428571429,0.00140350877192982,0,0.2,0.058,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.336031746031746,0.0892857142857143,0,0,0.1195,0.002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.325396825396825,0.107142857142857,0.260175438596491,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"2"
0.152063492063492,0.415178571428571,0.0292982456140351,0,0.08,0.003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"2"
0.14952380952381,0,0.00298245614035088,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"2"
0.485396825396825,0.0178571428571429,0.175438596491228,0,0.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"2"
0.34,0.160714285714286,0.201754385964912,0,0.3555,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"2"
0.468253968253968,0.107142857142857,0.210526315789474,0.164179104477612,0.04,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.682539682539683,0.4375,0.043859649122807,0.0597014925373134,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.284444444444444,0.577321428571429,0.105263157894737,0.134328358208955,0.125,0.0073,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.153492063492064,0.0282142857142857,0.0526315789473684,0.0298507462686567,0.04,0.004,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.105873015873016,0.0298214285714286,0.0556140350877193,0.0149253731343284,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.205079365079365,0.151785714285714,0.150526315789474,0.0149253731343284,0.06,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.324126984126984,0.055,0.0540350877192982,0.0149253731343284,0.26,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.353174603174603,0.0357142857142857,0.0701754385964912,0.164179104477612,0,0.00456,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.186507936507937,0.0133928571428571,0.0087719298245614,0.0447761194029851,0.13,0.15108,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.09,0.232142857142857,0.0512280701754386,0.104477611940299,0.04,0.02954,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2"
0.34,0.897321428571429,0.0570175438596491,0.0149253731343284,0.2575,0.005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.294920634920635,0.267857142857143,0.0556140350877193,0,0.21,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"1"
0.394126984126984,0.178571428571429,0.473684210526316,0,0.49,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.484126984126984,0.0178571428571429,0.37719298245614,0,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
0.493333333333333,0.25,0.0570175438596491,0,0.08,2e-05,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"1"
0.10984126984127,0.188928571428571,0.0131578947368421,0.0149253731343284,0.08,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"1"
0.322698412698413,0.232142857142857,0.0043859649122807,0,0.2215,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.0860317460317461,0.0208928571428571,0.0205263157894737,0,0.08,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.125714285714286,0.0416071428571429,0.087719298245614,0.0149253731343284,0.09,2e-04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"1"
0.123015873015873,0.348214285714286,0.0087719298245614,0,0.07,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.568730158730159,0.678571428571429,0,0.0149253731343284,0.047,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"1"
0.220952380952381,0.0535714285714286,0.0701754385964912,0,0.184,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
0.413968253968254,0.0178571428571429,0.0087719298245614,0,0.144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
0.214285714285714,0.0223214285714286,0.0159649122807018,0,0.1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.371746031746032,0.142857142857143,0.175438596491228,0,0.14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"1"
0.189206349206349,0.0789285714285714,0.140350877192982,0,0.094,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.321428571428571,0.160714285714286,0.0350877192982456,0,0.12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.55952380952381,0.0535714285714286,0,0,0.05,0.00027,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1"
0.773809523809524,0.455357142857143,0.175438596491228,0,0.056,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,"1"
0.28047619047619,0.553571428571429,0.0175438596491228,0,0.06,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.612380952380952,0.0491071428571429,0.331929824561404,0,0.1,0.001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"1"
0.238095238095238,0.0535714285714286,0.0526315789473684,0,0,0.00225,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.235396825396825,0.126428571428571,0.0175438596491228,0,0.0855,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"1"
0.146825396825397,0.0223214285714286,0.0043859649122807,0,0.09,1e-05,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.138888888888889,0.392857142857143,0.105263157894737,0,0.134,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.234126984126984,0.0357142857142857,0.0350877192982456,0.0298507462686567,0.0835,0.005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1"
0.376984126984127,0.0625,0.0087719298245614,0,0.082,0.004,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"1"
0.341269841269841,0.589285714285714,0.140350877192982,0,0.04,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.0780952380952381,0.178571428571429,0.0131578947368421,0.0298507462686567,0,0.00038,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"1"
0.178571428571429,0.428571428571429,0.0789473684210526,0.0298507462686567,0.06,5e-05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1"
0.223492063492063,0.142857142857143,0.201754385964912,0.0298507462686567,0.0375,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1"
0.652063492063492,0.553571428571429,0,0.298507462686567,0.076,0.0013,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"1"
0.238095238095238,0.0416071428571429,0.0175438596491228,0,0.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
0.178571428571429,0.392857142857143,0.157894736842105,0,0.06,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"1"
0.431269841269841,0.0803571428571429,0.350877192982456,0,0.088,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"1"
0.0952380952380952,0.0267857142857143,0.0278947368421053,0.0746268656716418,0.07,5e-05,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1"
0.244761904761905,0.125,0.12280701754386,0.0447761194029851,0.1645,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1"
0.170634920634921,0.0371428571428571,0.0175438596491228,0.0447761194029851,0.09,0.00147,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"1"
0.171904761904762,0.446428571428571,0.0307017543859649,0,0.13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
0.317460317460317,0.0267857142857143,0.0350877192982456,0.0447761194029851,0.106,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1"
0.10984126984127,0.0446428571428571,0.0482456140350877,0.0447761194029851,0.07,0.0021,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1"
0.185238095238095,0.0401785714285714,0.0452631578947368,0.0298507462686567,0.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"1"
0.380952380952381,0.25,0.403508771929825,0.104477611940299,0.15,5e-05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1"
0.615079365079365,0.232142857142857,0.220701754385965,0.223880597014925,0,0.11202,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.69968253968254,0.251428571428571,0.491228070175439,0.0895522388059701,0.18,0.01332,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.111111111111111,0.369107142857143,0.0117543859649123,0.0149253731343284,0.04,5e-04,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"2"
0.415396825396825,0.221785714285714,0.00140350877192982,0.0149253731343284,0.1,0.003,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"2"
0.189206349206349,0.446428571428571,0.0424561403508772,1,0.07,0.00258,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.174603174603175,0.446428571428571,0.0526315789473684,0.17910447761194,0.06,0.00567,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.482857142857143,0.238035714285714,0.258771929824561,0.0447761194029851,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
0.154761904761905,0.321428571428571,0.298245614035088,0.0746268656716418,0.06,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"2"
