"R","F","M","T","target"
0.027027027027027,0.122448979591837,0.122448979591837,0.28125,0
0.027027027027027,0.142857142857143,0.142857142857143,0.34375,1
0.027027027027027,0.183673469387755,0.183673469387755,0.489583333333333,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.145833333333333,1
0.027027027027027,0.0408163265306122,0.0408163265306122,0.0729166666666667,1
0.0405405405405405,0.306122448979592,0.306122448979592,0.75,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.125,1
0,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.122448979591837,0.122448979591837,0.239583333333333,0
0.0135135135135135,0.163265306122449,0.163265306122449,0.510416666666667,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.0540540540540541,0.326530612244898,0.326530612244898,0.71875,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,1
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.102040816326531,0.102040816326531,0.21875,1
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.027027027027027,0.102040816326531,0.102040816326531,0.270833333333333,1
0.027027027027027,0.102040816326531,0.102040816326531,0.270833333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.027027027027027,0.122448979591837,0.122448979591837,0.34375,1
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,1
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0208333333333333,0
0.162162162162162,0.204081632653061,0.204081632653061,0.21875,0
0.0540540540540541,0.122448979591837,0.122448979591837,0.270833333333333,0
0.0405405405405405,0.326530612244898,0.326530612244898,0.875,0
0.0540540540540541,0.163265306122449,0.163265306122449,0.375,1
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.125,1
0.0675675675675676,0.122448979591837,0.122448979591837,0.25,1
0.0540540540540541,0.142857142857143,0.142857142857143,0.333333333333333,1
0.027027027027027,0.244897959183673,0.244897959183673,0.770833333333333,1
0.0540540540540541,0.163265306122449,0.163265306122449,0.395833333333333,0
0.027027027027027,0.0816326530612245,0.0816326530612245,0.25,0
0.027027027027027,0.0816326530612245,0.0816326530612245,0.25,0
0.0810810810810811,0.326530612244898,0.326530612244898,0.708333333333333,0
0,0.142857142857143,0.142857142857143,0.59375,0
0.0405405405405405,0.0816326530612245,0.0816326530612245,0.25,0
0.027027027027027,0.0408163265306122,0.0408163265306122,0.125,0
0.027027027027027,0.183673469387755,0.183673469387755,0.645833333333333,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.21875,1
0.0540540540540541,0.163265306122449,0.163265306122449,0.458333333333333,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.21875,0
0.0540540540540541,0.142857142857143,0.142857142857143,0.395833333333333,1
0.027027027027027,0.224489795918367,0.224489795918367,0.833333333333333,0
0.148648648648649,0.469387755102041,0.469387755102041,0.645833333333333,0
0.027027027027027,0.122448979591837,0.122448979591837,0.458333333333333,1
0.0540540540540541,0.204081632653061,0.204081632653061,0.614583333333333,0
0.0135135135135135,0.122448979591837,0.122448979591837,0.572916666666667,0
0.027027027027027,0.204081632653061,0.204081632653061,0.802083333333333,1
0.027027027027027,0.0408163265306122,0.0408163265306122,0.145833333333333,1
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.25,1
0.027027027027027,0.102040816326531,0.102040816326531,0.40625,1
0.027027027027027,0.0816326530612245,0.0816326530612245,0.322916666666667,1
0.027027027027027,0.0612244897959184,0.0612244897959184,0.25,0
0.027027027027027,0.0816326530612245,0.0816326530612245,0.333333333333333,0
0.0540540540540541,0.142857142857143,0.142857142857143,0.458333333333333,1
0.027027027027027,0.0612244897959184,0.0612244897959184,0.25,0
0.0540540540540541,0.142857142857143,0.142857142857143,0.479166666666667,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0833333333333333,1
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.270833333333333,0
0.027027027027027,0.224489795918367,0.224489795918367,0.96875,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.0833333333333333,0
0.0540540540540541,0.102040816326531,0.102040816326531,0.34375,0
0.027027027027027,0.204081632653061,0.204081632653061,0.895833333333333,0
0.027027027027027,0.0408163265306122,0.0408163265306122,0.177083333333333,0
0.027027027027027,0.0816326530612245,0.0816326530612245,0.364583333333333,0
0.027027027027027,0.224489795918367,0.224489795918367,1,0
0.121621621621622,0.0816326530612245,0.0816326530612245,0.177083333333333,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.09375,0
0.027027027027027,0.163265306122449,0.163265306122449,0.75,0
0.0675675675675676,0.26530612244898,0.26530612244898,0.875,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.145833333333333,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.145833333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.0729166666666667,1
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.145833333333333,1
0.0810810810810811,0.0408163265306122,0.0408163265306122,0.125,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.09375,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.09375,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.09375,0
0.027027027027027,0.122448979591837,0.122448979591837,0.583333333333333,1
0.0540540540540541,0.102040816326531,0.102040816326531,0.385416666666667,0
0.0540540540540541,0.204081632653061,0.204081632653061,0.791666666666667,0
0.027027027027027,0,0,0,1
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,1
0.027027027027027,0,0,0,1
0.027027027027027,0,0,0,1
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.027027027027027,0,0,0,0
0.148648648648649,0.183673469387755,0.183673469387755,0.34375,0
0.148648648648649,0.0612244897959184,0.0612244897959184,0.145833333333333,1
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.322916666666667,1
0.0540540540540541,0.102040816326531,0.102040816326531,0.40625,1
0.027027027027027,0.0408163265306122,0.0408163265306122,0.208333333333333,0
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.25,1
0.135135135135135,0.0612244897959184,0.0612244897959184,0.145833333333333,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.34375,0
0.0540540540540541,0.224489795918367,0.224489795918367,0.895833333333333,0
0.175675675675676,0.142857142857143,0.142857142857143,0.25,0
0.148648648648649,0.163265306122449,0.163265306122449,0.322916666666667,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.333333333333333,0
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.25,0
0.108108108108108,0.285714285714286,0.285714285714286,0.78125,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.34375,1
0.0540540540540541,0.122448979591837,0.122448979591837,0.520833333333333,0
0.0540540540540541,0.122448979591837,0.122448979591837,0.520833333333333,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.34375,0
0.148648648648649,0.204081632653061,0.204081632653061,0.416666666666667,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.125,0
0.027027027027027,0.0816326530612245,0.0816326530612245,0.46875,1
0.121621621621622,0.142857142857143,0.142857142857143,0.375,1
0.0540540540540541,0.102040816326531,0.102040816326531,0.46875,0
0.148648648648649,0.122448979591837,0.122448979591837,0.28125,0
0.121621621621622,0.163265306122449,0.163265306122449,0.447916666666667,0
0.0540540540540541,0.102040816326531,0.102040816326531,0.520833333333333,0
0.0540540540540541,0.122448979591837,0.122448979591837,0.583333333333333,0
0.0810810810810811,0.0204081632653061,0.0204081632653061,0.09375,1
0.0540540540540541,0.122448979591837,0.122448979591837,0.583333333333333,0
0.148648648648649,0.163265306122449,0.163265306122449,0.375,0
0.148648648648649,0.102040816326531,0.102040816326531,0.25,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.027027027027027,0.122448979591837,0.122448979591837,0.770833333333333,0
0.148648648648649,0.102040816326531,0.102040816326531,0.260416666666667,0
0.148648648648649,0.0408163265306122,0.0408163265306122,0.125,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.229166666666667,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,0
0.0540540540540541,0,0,0.0208333333333333,1
0.0540540540540541,0,0,0.0208333333333333,0
0.135135135135135,0.142857142857143,0.142857142857143,0.385416666666667,0
0.189189189189189,0.122448979591837,0.122448979591837,0.25,0
0.108108108108108,0.183673469387755,0.183673469387755,0.635416666666667,0
0.148648648648649,0.0408163265306122,0.0408163265306122,0.135416666666667,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.125,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.427083333333333,0
0.108108108108108,0.163265306122449,0.163265306122449,0.583333333333333,0
0.108108108108108,0.142857142857143,0.142857142857143,0.520833333333333,1
0.148648648648649,0.428571428571429,0.428571428571429,1,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.239583333333333,1
0.148648648648649,0.326530612244898,0.326530612244898,0.802083333333333,1
0.121621621621622,0.0204081632653061,0.0204081632653061,0.09375,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.458333333333333,0
0.148648648648649,0.224489795918367,0.224489795918367,0.583333333333333,0
0.0945945945945946,0.224489795918367,0.224489795918367,0.875,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.09375,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.09375,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.09375,0
0.027027027027027,0.102040816326531,0.102040816326531,0.760416666666667,0
0.148648648648649,0.142857142857143,0.142857142857143,0.40625,1
0.148648648648649,0.0408163265306122,0.0408163265306122,0.145833333333333,1
0.162162162162162,0.244897959183673,0.244897959183673,0.59375,0
0.027027027027027,0.0408163265306122,0.0408163265306122,0.34375,0
0.216216216216216,0.142857142857143,0.142857142857143,0.270833333333333,0
0.148648648648649,0.122448979591837,0.122448979591837,0.364583333333333,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.270833333333333,0
0.162162162162162,0.224489795918367,0.224489795918367,0.583333333333333,0
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.40625,0
0.148648648648649,0.26530612244898,0.26530612244898,0.739583333333333,1
0.027027027027027,0.0204081632653061,0.0204081632653061,0.21875,0
0.027027027027027,0.0408163265306122,0.0408163265306122,0.375,1
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.583333333333333,0
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.427083333333333,1
0.0405405405405405,0.0204081632653061,0.0204081632653061,0.21875,0
0.148648648648649,0.142857142857143,0.142857142857143,0.458333333333333,0
0.0540540540540541,0.122448979591837,0.122448979591837,0.833333333333333,0
0.175675675675676,0.0612244897959184,0.0612244897959184,0.197916666666667,0
0.216216216216216,0.204081632653061,0.204081632653061,0.395833333333333,0
0.216216216216216,0.122448979591837,0.122448979591837,0.270833333333333,0
0.0945945945945946,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.583333333333333,0
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.583333333333333,0
0.0540540540540541,0.0612244897959184,0.0612244897959184,0.458333333333333,0
0.189189189189189,0.244897959183673,0.244897959183673,0.572916666666667,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.333333333333333,0
0.189189189189189,0.346938775510204,0.346938775510204,0.791666666666667,0
0.148648648648649,0.142857142857143,0.142857142857143,0.479166666666667,0
0.189189189189189,0.306122448979592,0.306122448979592,0.708333333333333,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.208333333333333,1
0.189189189189189,0.0816326530612245,0.0816326530612245,0.25,0
0.108108108108108,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.322916666666667,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.125,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.21875,0
0.121621621621622,0.0204081632653061,0.0204081632653061,0.145833333333333,1
0.189189189189189,0.0816326530612245,0.0816326530612245,0.270833333333333,1
0.189189189189189,0.0408163265306122,0.0408163265306122,0.177083333333333,1
0.189189189189189,0.0612244897959184,0.0612244897959184,0.21875,1
0.216216216216216,0.224489795918367,0.224489795918367,0.5,0
0.148648648648649,0.0612244897959184,0.0612244897959184,0.270833333333333,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.34375,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.34375,0
0.027027027027027,0.0612244897959184,0.0612244897959184,0.708333333333333,0
0.189189189189189,0.0816326530612245,0.0816326530612245,0.270833333333333,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.125,0
0.027027027027027,0.0408163265306122,0.0408163265306122,0.520833333333333,0
0.189189189189189,0.102040816326531,0.102040816326531,0.333333333333333,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.364583333333333,1
0.0540540540540541,0.0816326530612245,0.0816326530612245,0.75,0
0.148648648648649,0.0408163265306122,0.0408163265306122,0.21875,0
0.216216216216216,0.0612244897959184,0.0612244897959184,0.21875,0
0.216216216216216,0.0408163265306122,0.0408163265306122,0.177083333333333,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.375,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.162162162162162,0.163265306122449,0.163265306122449,0.604166666666667,0
0.121621621621622,0,0,0.0729166666666667,0
0.121621621621622,0,0,0.0729166666666667,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.28125,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.15625,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.25,0
0.148648648648649,0.163265306122449,0.163265306122449,0.729166666666667,1
0.148648648648649,0.0816326530612245,0.0816326530612245,0.40625,0
0.202702702702703,0.306122448979592,0.306122448979592,0.833333333333333,0
0.121621621621622,0.0816326530612245,0.0816326530612245,0.510416666666667,1
0.148648648648649,0.0612244897959184,0.0612244897959184,0.333333333333333,0
0.189189189189189,0.142857142857143,0.142857142857143,0.5,1
0.216216216216216,0.122448979591837,0.122448979591837,0.375,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.027027027027027,0.0204081632653061,0.0204081632653061,0.40625,0
0.189189189189189,0.306122448979592,0.306122448979592,1,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.270833333333333,1
0.216216216216216,0.122448979591837,0.122448979591837,0.385416666666667,0
0.189189189189189,0.122448979591837,0.122448979591837,0.46875,0
0.216216216216216,0.102040816326531,0.102040816326531,0.34375,0
0.216216216216216,0.102040816326531,0.102040816326531,0.34375,1
0.148648648648649,0.122448979591837,0.122448979591837,0.625,1
0.216216216216216,0.0204081632653061,0.0204081632653061,0.145833333333333,0
0.216216216216216,0.0408163265306122,0.0408163265306122,0.197916666666667,1
0.148648648648649,0.0408163265306122,0.0408163265306122,0.270833333333333,0
0.148648648648649,0.122448979591837,0.122448979591837,0.645833333333333,0
0.148648648648649,0,0,0.09375,1
0.121621621621622,0.0408163265306122,0.0408163265306122,0.333333333333333,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.291666666666667,0
0.310810810810811,0.755102040816326,0.755102040816326,1,0
0.148648648648649,0.102040816326531,0.102040816326531,0.583333333333333,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0,0,0.09375,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.197916666666667,0
0.148648648648649,0.0816326530612245,0.0816326530612245,0.5,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.197916666666667,0
0.216216216216216,0.0612244897959184,0.0612244897959184,0.270833333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.40625,0
0.216216216216216,0.102040816326531,0.102040816326531,0.395833333333333,0
0.189189189189189,0.0408163265306122,0.0408163265306122,0.25,0
0.121621621621622,0.0204081632653061,0.0204081632653061,0.25,0
0.283783783783784,0.306122448979592,0.306122448979592,0.645833333333333,0
0.189189189189189,0.102040816326531,0.102040816326531,0.510416666666667,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.229166666666667,0
0.0540540540540541,0.0408163265306122,0.0408163265306122,0.71875,0
0.283783783783784,0.244897959183673,0.244897959183673,0.572916666666667,0
0.148648648648649,0.102040816326531,0.102040816326531,0.71875,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.197916666666667,1
0.310810810810811,0.285714285714286,0.285714285714286,0.572916666666667,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.375,0
0.148648648648649,0.0204081632653061,0.0204081632653061,0.25,0
0.216216216216216,0.0816326530612245,0.0816326530612245,0.395833333333333,1
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.510416666666667,1
0.189189189189189,0.0408163265306122,0.0408163265306122,0.302083333333333,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.520833333333333,0
0.121621621621622,0.0612244897959184,0.0612244897959184,0.65625,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.395833333333333,0
0.148648648648649,0.0408163265306122,0.0408163265306122,0.395833333333333,1
0.189189189189189,0.0816326530612245,0.0816326530612245,0.5,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0.122448979591837,0.122448979591837,0.729166666666667,0
0.189189189189189,0,0,0.125,0
0.189189189189189,0,0,0.125,0
0.121621621621622,0.0408163265306122,0.0408163265306122,0.520833333333333,0
0.189189189189189,0.122448979591837,0.122448979591837,0.739583333333333,0
0.148648648648649,0.0612244897959184,0.0612244897959184,0.583333333333333,0
0.148648648648649,0.0612244897959184,0.0612244897959184,0.59375,0
0.0540540540540541,0.0204081632653061,0.0204081632653061,0.59375,0
0.148648648648649,0.0612244897959184,0.0612244897959184,0.614583333333333,0
0.216216216216216,0.0612244897959184,0.0612244897959184,0.395833333333333,0
0.216216216216216,0.183673469387755,0.183673469387755,0.90625,0
0.283783783783784,0.0204081632653061,0.0204081632653061,0.197916666666667,1
0.283783783783784,0.0408163265306122,0.0408163265306122,0.25,0
0.216216216216216,0.142857142857143,0.142857142857143,0.770833333333333,0
0.283783783783784,0.0408163265306122,0.0408163265306122,0.25,1
0.243243243243243,0.0204081632653061,0.0204081632653061,0.21875,0
0.310810810810811,0.0816326530612245,0.0816326530612245,0.322916666666667,0
0.310810810810811,0.142857142857143,0.142857142857143,0.458333333333333,0
0.216216216216216,0.0408163265306122,0.0408163265306122,0.333333333333333,0
0.189189189189189,0.0816326530612245,0.0816326530612245,0.645833333333333,0
0.189189189189189,0.0408163265306122,0.0408163265306122,0.40625,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0.0612244897959184,0.0612244897959184,0.447916666666667,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0,0,0.145833333333333,0
0.216216216216216,0.0204081632653061,0.0204081632653061,0.25,0
0.283783783783784,0.0204081632653061,0.0204081632653061,0.21875,0
0.216216216216216,0.0204081632653061,0.0204081632653061,0.260416666666667,0
0.283783783783784,0.0204081632653061,0.0204081632653061,0.21875,0
0.283783783783784,0.0204081632653061,0.0204081632653061,0.21875,0
0.189189189189189,0.0612244897959184,0.0612244897959184,0.572916666666667,0
0.216216216216216,0.0816326530612245,0.0816326530612245,0.604166666666667,0
0.310810810810811,0.0204081632653061,0.0204081632653061,0.21875,0
0.189189189189189,0.0816326530612245,0.0816326530612245,0.75,0
0.310810810810811,0.0408163265306122,0.0408163265306122,0.270833333333333,0
0.216216216216216,0.0408163265306122,0.0408163265306122,0.395833333333333,0
0.121621621621622,0.0204081632653061,0.0204081632653061,0.520833333333333,0
0.121621621621622,0.0204081632653061,0.0204081632653061,0.520833333333333,0
0.216216216216216,0.122448979591837,0.122448979591837,0.885416666666667,1
0.189189189189189,0.0612244897959184,0.0612244897959184,0.645833333333333,0
0.189189189189189,0.0204081632653061,0.0204081632653061,0.34375,0
0.216216216216216,0.122448979591837,0.122448979591837,0.947916666666667,0
0.283783783783784,0.0204081632653061,0.0204081632653061,0.239583333333333,0
0.189189189189189,0.0408163265306122,0.0408163265306122,0.520833333333333,0
0.310810810810811,0.26530612244898,0.26530612244898,0.947916666666667,0
0.243243243243243,0.142857142857143,0.142857142857143,0.96875,0
0.216216216216216,0.0408163265306122,0.0408163265306122,0.458333333333333,0
0.148648648648649,0.0408163265306122,0.0408163265306122,0.770833333333333,0
