"genergy","gpuls","gdenergy","gdpuls","nbumps","nbumps2","nbumps3","nbumps4","nbumps5","energy","maxenergy","seismic.1","seismoacoustic.1","seismoacoustic.2","seismoacoustic.3","shift.1","ghazard.1","ghazard.2","ghazard.3","target"
0.0149178401494866,0.0467227635075288,0.0104399701715138,0.0417558886509636,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.021906724971586,0.0438441098317095,0.0193885160328113,0.0406852248394004,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0817399009843771,0.160983170947741,0.0343027591349739,0.0728051391862955,0.222222222222222,0.125,0.142857142857143,0,0,0.00348258706467662,0.0025,1,1,0,0,1,1,0,0,"2"
0.0165090250621256,0.037643932683791,0.0149142431021626,0.0374732334047109,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.0663404673383291,0.0963241806908769,0.029082774049217,0.0438972162740899,0.111111111111111,0.125,0,0,0,0.00149253731343284,0.0015,1,1,0,0,1,1,0,0,"2"
0.152187397661382,0.230513728963685,0.105891126025354,0.145610278372591,0.333333333333333,0,0.428571428571429,0,0,0.0149253731343284,0.005,1,1,0,0,1,1,0,0,"2"
0.0197337751151008,0.0524800708591674,0.0797912005965697,0.127408993576017,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.0557800851457302,0.0794951284322409,0.0372856077554064,0.0471092077087794,0.111111111111111,0,0.142857142857143,0,0,0.00497512437810945,0.005,1,1,0,0,1,1,0,0,"2"
0.184026506906051,0.25022143489814,0.135719612229679,0.167023554603854,0.333333333333333,0.375,0,0,0,0.00373134328358209,0.0015,1,1,0,0,1,1,0,0,"2"
0.0276396139546532,0.0560230292294066,0.111856823266219,0.132762312633833,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.0490300706979253,0.0772807794508415,0.0313199105145414,0.0460385438972163,0.111111111111111,0.125,0,0,0,0.00174129353233831,0.00175,1,1,0,0,1,1,0,0,"1"
0.198300938144131,0.302701505757307,0.142431021625652,0.203426124197002,0.777777777777778,0.5,0.285714285714286,0.333333333333333,0,0.0390547263681592,0.025,1,1,0,0,1,1,0,0,"2"
0.0267149544412552,0.058458813108946,0.102162565249814,0.134903640256959,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0109263932499856,0.0254650132860939,0.0380313199105145,0.0546038543897216,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00890755331240007,0.0243578387953942,0.0320656226696495,0.0546038543897216,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00636859239852825,0.0174933569530558,0.023117076808352,0.0396145610278373,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00333262699620504,0.00996457041629761,0.0119313944817301,0.0224839400428266,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00772475968484522,0.0137289636846767,0.0335570469798658,0.0364025695931477,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.00596790660938915,0.0177147918511957,0.0275913497390007,0.0513918629550321,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0395368996937065,0.058237378210806,0.0238627889634601,0.0321199143468951,0.222222222222222,0.125,0.142857142857143,0,0,0.00671641791044776,0.005,1,1,0,0,1,1,0,0,"2"
0.0962917300764771,0.151682905225864,0.0656226696495153,0.0974304068522484,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0151836797595885,0.0447298494242693,0.0805369127516778,0.145610278372591,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.0246961145036697,0.0434012400354296,0.135719612229679,0.140256959314775,0.111111111111111,0.125,0,0,0,0.00124378109452736,0.00125,1,0,1,0,0,1,0,0,"2"
0.119015237618231,0.217227635075288,0.0827740492170022,0.143468950749465,0.222222222222222,0.125,0.142857142857143,0,0,0.00447761194029851,0.0025,1,0,1,0,1,0,1,0,"2"
0.0227158020458092,0.0580159433126661,0.120059656972409,0.193790149892934,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,0,1,0,0,0,1,0,"2"
0.0255860992853153,0.0471656333038087,0.140939597315436,0.156316916488223,0.111111111111111,0.125,0,0,0,0.000746268656716418,0.00075,1,0,1,0,0,0,1,0,"2"
0.0958563695555855,0.163197519929141,0.0648769574944072,0.102783725910064,0.111111111111111,0.125,0,0,0,0.00099502487562189,0.001,1,0,1,0,1,0,1,0,"2"
0.0198493575542756,0.0407440212577502,0.109619686800895,0.139186295503212,0.111111111111111,0,0.142857142857143,0,0,0.0174129353233831,0.0175,1,0,1,0,0,1,0,0,"2"
0.0173566296160737,0.0305580159433127,0.0894854586129754,0.0985010706638116,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2"
0.023255186761958,0.04185119574845,0.113348247576435,0.133832976445396,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2"
0.00702355955385179,0.0197077059344553,0.029082774049217,0.056745182012848,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.0194486717651365,0.029229406554473,0.0827740492170022,0.0835117773019272,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.103627362216101,0.169397697077059,0.0708426547352722,0.107066381156317,0.222222222222222,0.25,0,0,0,0.00199004975124378,0.001,1,1,0,0,1,1,0,0,"2"
0.0143553389455029,0.037422497785651,0.0559284116331096,0.102783725910064,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.143580358690836,0.215456155890168,0.0991797166293811,0.137044967880086,0.333333333333333,0.375,0,0,0,0.00348258706467662,0.00175,1,1,0,0,1,1,0,0,"2"
0.016982913062742,0.0445084145261293,0.064131245339299,0.116702355460385,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0123172352680549,0.0301151461470328,0.0447427293064877,0.0781584582441113,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0121130396255129,0.0263507528786537,0.0477255779269202,0.0706638115631692,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0178305176166901,0.029007971656333,0.0760626398210291,0.0856531049250535,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.00695806283831943,0.016829052258636,0.029082774049217,0.0513918629550321,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0567972106104679,0.104074402125775,0.0700969425801641,0.0963597430406852,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0780335574348404,0.129760850310009,0.0469798657718121,0.0588865096359743,0.222222222222222,0.125,0.142857142857143,0,0,0.0106965174129353,0.01,1,1,0,0,1,1,0,0,"2"
0.0997900252354992,0.311558901682905,0.0633855331841909,0.15203426124197,0.111111111111111,0.125,0,0,0,0.00223880597014925,0.00225,1,1,0,0,1,1,0,0,"2"
0.0154533721176629,0.0422940655447299,0.0186428038777032,0.0396145610278373,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.0227735932653965,0.0383082373782108,0.0313199105145414,0.0374732334047109,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.227470093043864,0.393711248892825,0.0887397464578673,0.0963597430406852,0.111111111111111,0.125,0,0,0,0.00199004975124378,0.002,1,1,0,0,1,1,0,0,"2"
0.0292153878754021,0.0670947741364039,0.0432513049962714,0.0738758029978587,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.0280980909633796,0.0527015057573074,0.0902311707680835,0.110278372591006,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.122232282175262,0.236049601417183,0.0447427293064877,0.0556745182012848,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.087800273545106,0.162090345438441,0.0328113348247576,0.0396145610278373,0.222222222222222,0.125,0.142857142857143,0,0,0.0106965174129353,0.01,1,1,0,0,1,1,0,0,"2"
0.0369786750399723,0.0954384410983171,0.116331096196868,0.201284796573876,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0812390437479532,0.170726306465899,0.0387770320656227,0.0653104925053533,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,1,1,0,0,"2"
0.00955481497177862,0.0347652790079717,0.029082774049217,0.0717344753747323,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.116483982200304,0.276350752878654,0.0596569724086503,0.112419700214133,0.222222222222222,0.25,0,0,0,0.00149253731343284,0.00075,1,1,0,0,1,1,0,0,"2"
0.0177457571612953,0.0549158547387068,0.0596569724086503,0.118843683083512,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.168191712739111,0.272364924712135,0.0887397464578673,0.109207708779443,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.0223960239640924,0.0613374667847653,0.0775540641312453,0.13169164882227,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2"
0.0139777696441987,0.0487156775907883,0.0477255779269202,0.100642398286938,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,0,1,0,0,1,0,0,"2"
0.0652154649303616,0.142161204605846,0.0320656226696495,0.0546038543897216,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.0371790179345418,0.0843666961913198,0.136465324384787,0.177730192719486,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2"
0.090042572865096,0.185341009743136,0.0484712900820283,0.0770877944325482,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0573866810502591,0.153897254207263,0.0313199105145414,0.0653104925053533,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,1,1,0,0,"2"
0.0244456858854578,0.0715234720992028,0.0827740492170022,0.140256959314775,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0749282425690123,0.153897254207263,0.0454884414615958,0.0685224839400428,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0244456858854578,0.0715234720992028,0.0827740492170022,0.140256959314775,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0749282425690123,0.153897254207263,0.0454884414615958,0.0685224839400428,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0176918186896804,0.0586802480070859,0.058165548098434,0.109207708779443,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.0401803086051126,0.0728520814880425,0.13944817300522,0.133832976445396,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.110053745834216,0.174712134632418,0.0723340790454884,0.082441113490364,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0101751073953497,0.0230292294065545,0.0305741983594333,0.0385438972162741,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00981680183390803,0.0261293179805137,0.0313199105145414,0.0460385438972163,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,0,1,0,0,"2"
0.114861975303885,0.202391496899911,0.0782997762863535,0.100642398286938,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0150026006048814,0.0507085916740478,0.052199850857569,0.0974304068522484,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.0211477336210052,0.0398582816651904,0.0723340790454884,0.0728051391862955,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0662749706227967,0.118467670504872,0.0454884414615958,0.0588865096359743,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.00970121939473329,0.0345438441098317,0.0313199105145414,0.0653104925053533,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.104001078769432,0.158325952170062,0.0790454884414616,0.0877944325481799,0.222222222222222,0.25,0,0,0,0.00199004975124378,0.00125,1,1,0,0,1,1,0,0,"2"
0.0158039721831596,0.0287865367581931,0.0559284116331096,0.056745182012848,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00871106316580301,0.0146147032772365,0.029082774049217,0.0278372591006424,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00503168885207374,0.00974313551815766,0.0186428038777032,0.0214132762312634,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.00747433106663328,0.0172719220549159,0.0335570469798658,0.0481798715203426,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.00495848664059641,0.0112931798051373,0.023117076808352,0.0342612419700214,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0641867812217064,0.0799379982285208,0.046234153616704,0.0428265524625268,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.105592263682071,0.220327723649247,0.0827740492170022,0.139186295503212,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0215830941418967,0.0487156775907883,0.146159582401193,0.198072805139186,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,0,1,0,0,1,0,0,"2"
0.0873379437884071,0.158325952170062,0.0730797912005966,0.102783725910064,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.051834871221899,0.134853852967228,0.0410141685309471,0.0856531049250535,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.0191905376509796,0.0456155890168291,0.117076808351976,0.168094218415418,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,0,1,0,0,1,0,0,"2"
0.126350869757855,0.156111603188663,0.109619686800895,0.102783725910064,0.111111111111111,0.125,0,0,0,0.000497512437810945,5e-04,1,0,1,0,1,1,0,0,"2"
0.0539346188669068,0.0837023914968999,0.0417598806860552,0.0535331905781585,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.0164589393384832,0.0327723649247121,0.0924683072334079,0.112419700214133,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.0607347190383541,0.0969884853852967,0.0484712900820283,0.0653104925053533,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.125464737724182,0.236049601417183,0.108873974645787,0.174518201284797,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,1,1,0,0,"2"
0.115744254589586,0.197519929140833,0.0991797166293811,0.142398286937901,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.179395503843116,0.29295837023915,0.0663683818046234,0.0899357601713062,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,1,1,0,0,"2"
0.129644969274335,0.217449069973428,0.0477255779269202,0.0663811563169165,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,1,1,0,0,"2"
0.0432278322513533,0.0577945084145261,0.0305741983594333,0.0331905781584582,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.366515767371077,0.294508414526129,0.144668158090977,0.0952890792291221,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0784997399395119,0.104960141718335,0.0611483967188665,0.0685224839400428,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.275583209724336,0.425376439326838,0.0984340044742729,0.141327623126338,0.111111111111111,0.125,0,0,0,0.000746268656716418,0.00075,1,1,0,0,1,1,0,0,"2"
0.0617402862591744,0.182905225863596,0.0484712900820283,0.127408993576017,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0293001483307969,0.0571302037201063,0.0328113348247576,0.0492505353319058,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.143738321357708,0.275465013286094,0.0477255779269202,0.0877944325481799,0.111111111111111,0,0.142857142857143,0,0,0.00497512437810945,0.005,1,1,0,0,1,1,0,0,"2"
0.185521373119377,0.371124889282551,0.064131245339299,0.120985010706638,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.23910924466876,0.395704162976085,0.0842654735272185,0.127408993576017,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0381653214154996,0.113374667847653,0.046234153616704,0.107066381156317,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.108158193831751,0.152125775022144,0.141685309470544,0.144539614561028,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.214648147791412,0.363153232949513,0.0730797912005966,0.114561027837259,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0253125541792684,0.0569087688219663,0.0283370618941089,0.0503211991434689,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.104174452428194,0.191098317094774,0.133482475764355,0.186295503211991,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.118448883666275,0.225420726306466,0.0387770320656227,0.0685224839400428,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0196991003833484,0.0487156775907883,0.0208799403430276,0.0417558886509636,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.120976286336229,0.199734278122232,0.0410141685309471,0.063169164882227,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.141873591339023,0.29295837023915,0.0507084265473527,0.0985010706638116,0.111111111111111,0,0.142857142857143,0,0,0.00497512437810945,0.005,1,1,0,0,1,1,0,0,"2"
0.0440908477971914,0.107617360496014,0.0544369873228934,0.102783725910064,0.222222222222222,0,0.285714285714286,0,0,0.0199004975124378,0.0125,1,1,0,0,0,1,0,0,"2"
0.121785363410452,0.240699734278122,0.0439970171513796,0.0802997858672377,0.333333333333333,0.125,0.285714285714286,0,0,0.00671641791044776,0.0025,1,1,0,0,1,1,0,0,"2"
0.0807767139912543,0.203055801594331,0.105891126025354,0.198072805139186,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0177996956329102,0.0431798051372896,0.0201342281879195,0.0353319057815846,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.143430101519909,0.279450841452613,0.052199850857569,0.0931477516059957,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0183891660727014,0.0580159433126661,0.023117076808352,0.0524625267665953,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.152734487873476,0.267271922054916,0.064131245339299,0.088865096359743,0.111111111111111,0,0.142857142857143,0,0,0.0149253731343284,0.015,1,1,0,0,1,1,0,0,"2"
0.0337654832309145,0.0786093888396811,0.0492170022371365,0.0770877944325482,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.0286914141511433,0.0677590788308237,0.0410141685309471,0.0653104925053533,0.222222222222222,0,0.285714285714286,0,0,0.00995024875621891,0.0075,1,1,0,0,0,1,0,0,"2"
0.0144054246691453,0.0491585473870682,0.0193885160328113,0.0481798715203426,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.116934753713086,0.228520814880425,0.052199850857569,0.0802997858672377,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.107156479358903,0.234278122232064,0.0484712900820283,0.0835117773019272,0.111111111111111,0.125,0,0,0,0.00223880597014925,0.00225,1,1,0,0,1,1,0,0,"2"
0.0249773651056616,0.0600088573959256,0.0454884414615958,0.0674518201284797,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,1,0,0,0,1,0,0,"2"
0.192198185355705,0.319973427812223,0.0939597315436242,0.120985010706638,0.111111111111111,0.125,0,0,0,0.00223880597014925,0.00225,1,1,0,0,1,1,0,0,"2"
0.170923311051608,0.29207263064659,0.0865026099925429,0.113490364025696,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0152260599872859,0.0427369353410097,0.0260999254287845,0.0460385438972163,0.111111111111111,0,0.142857142857143,0,0,0.00995024875621891,0.01,1,1,0,0,0,1,0,0,"2"
0.303646625955963,0.328166519043401,0.0708426547352722,0.101713062098501,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"2"
0.0459863997996571,0.0591231178033658,0.0193885160328113,0.0342612419700214,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"2"
0.025042861821194,0.037643932683791,0.0104399701715138,0.0224839400428266,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,1,1,0,0,0,1,0,0,"2"
0.404338194217025,0.399689991142604,0.0947054436987323,0.125267665952891,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.275641000943923,0.325287865367582,0.0618941088739746,0.0985010706638116,0.222222222222222,0.25,0,0,0,0.00223880597014925,0.0015,1,0,1,0,1,1,0,0,"1"
0.0356070967617653,0.0369796279893711,0.017151379567487,0.0235546038543897,0.111111111111111,0,0,0.333333333333333,0,0.0248756218905473,0.025,1,0,1,0,0,1,0,0,"1"
0.375384793203753,0.404340124003543,0.0865026099925429,0.124197002141328,0.222222222222222,0.125,0,0.333333333333333,0,0.0512437810945274,0.05,0,0,0,1,1,1,0,0,"2"
0.268293810560382,0.302480070859167,0.0596569724086503,0.0899357601713062,0.222222222222222,0.125,0.142857142857143,0,0,0.00597014925373134,0.005,0,0,0,1,1,1,0,0,"2"
0.023702105526767,0.0427369353410097,0.0469798657718121,0.0985010706638116,0.111111111111111,0,0.142857142857143,0,0,0.00746268656716418,0.0075,0,0,0,1,0,1,0,0,"2"
0.433337828205968,0.476306465899026,0.0991797166293811,0.144539614561028,0.333333333333333,0.125,0.285714285714286,0,0,0.00970149253731343,0.005,1,0,0,1,1,1,0,0,"2"
0.246853268093468,0.273029229406554,0.0529455630126771,0.0781584582441113,0.111111111111111,0,0.142857142857143,0,0,0.0124378109452736,0.0125,1,0,1,0,1,1,0,0,"2"
0.422573250370827,0.450620017714792,0.0947054436987323,0.133832976445396,0.222222222222222,0.125,0.142857142857143,0,0,0.00920398009950249,0.0075,1,0,1,0,1,1,0,0,"2"
0.059887114484406,0.0799379982285208,0.126771066368382,0.187366167023555,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2"
0.27835718826453,0.470106288751107,0.0589112602535421,0.134903640256959,0.222222222222222,0,0.285714285714286,0,0,0.0124378109452736,0.01,1,0,1,0,1,1,0,0,"2"
0.224461096877348,0.272364924712135,0.0477255779269202,0.0728051391862955,0.111111111111111,0,0.142857142857143,0,0,0.0174129353233831,0.0175,1,0,1,0,1,1,0,0,"2"
0.266305792606577,0.313108945969885,0.0611483967188665,0.0963597430406852,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"2"
0.269195353585945,0.282772364924712,0.0633855331841909,0.0877944325481799,0.333333333333333,0,0.428571428571429,0,0,0.0199004975124378,0.01,1,0,1,0,1,1,0,0,"2"
