"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","target"
0.359875444839858,0.165603802426674,0,0,0,0,0,0.484349258649094,0.0833333333333333,0,0,0.526758869512928,0.189800336781333,0.338900022266756,0.436158861885003,0,0.0056497175141243,0.352112676056338,0,0,0,0.404884318766067,0,0,0,0,0.393760086067778,0.64134438305709,0,0,0.096530743579243,0,0,0,0,0.0625296630280019,0.0534648921523634,0,0.144740877031585,0,0,"RB"
0.492437722419929,0.217743861660457,0,0,0,0,0,0.494233937397035,0.125,0,0,0.526758869512928,0.235506374789512,0.324871966154531,0.543094250148192,0,0.0056497175141243,0.346478873239437,0,0,0,0.44987146529563,0,0,0,0,0.485207100591716,0.422651933701657,0,0,0.0940735973790441,0,0,0,0,0.086734693877551,0.0585130793942175,0,0.189410201369723,0,0,"RB"
0.385231316725979,0.183338110251266,0,0,0,0,0,0.494233937397035,0.0833333333333333,0,0,0.526758869512928,0.232619677652153,0.35292807837898,0.472554831061055,0,0.0056497175141243,0.346478873239437,0,0,0,0.428020565552699,0,0,0,0,0.431414739107047,0.422651933701657,0,0,0.119581115076347,0,0,0,0,0.0686995728523968,0.0458926112895824,0,0.167637738934887,0,0,"RB"
0.417927046263345,0.213910385019585,0,0,0,0,0,0.510708401976936,0.0833333333333333,0,0,0.526758869512928,0.328121241279769,0.50790469828546,0.541671606401897,0,0.00847457627118645,0.340845070422535,0,0,0,0.43573264781491,0,0,0,0,0.485207100591716,0.52255985267035,0,0,0.189609781782016,0,0,0,0,0.0779544375889891,0.0330426801284993,0,0.215884697945416,0,0,"RB"
0.431939501779359,0.235024362281456,0.0833333333333333,0,0,0,0,0.520593080724876,0.0833333333333333,0,0,0.526758869512928,0.45609814770267,0.61834780672456,0.596680497925311,0,0.0338983050847458,0.335211267605634,0,0,0,0.458868894601542,0,0,1,0,0.511027434104357,0.507366482504604,0,0,0.283741882642017,0,0,0,0,0.151281442809682,0.062413951353832,0,0.328120208524992,0,0.037037037037037,"RB"
0.437277580071174,0.244590140441387,0.0833333333333333,0,0,0,0,0.527182866556837,0.0833333333333333,0,0,0.526758869512928,0.6088525378879,0.700512135381875,0.63402489626556,0,0.0225988700564972,0.326760563380281,0,0,0,0.488431876606684,0,1,0,0,0.521785906401291,0.505985267034991,1,0,0.378225004387761,0,0,0,0,0.545681063122924,0.031206975676916,0,0.680874987222733,0,0.037037037037037,"RB"
0.385231316725979,0.187756759338875,0,0,0.0277777777777778,0,0,0.4332784184514,0.0833333333333333,0,0.0227272727272727,0.526758869512928,0.237671397642531,0.35292807837898,0.472554831061055,0,0.0338983050847458,0.380281690140845,0,0,0,0.37146529562982,0,0,0,0,0.431414739107047,0.416206261510129,0,0,0.119581115076347,0,0,0.0555555555555556,0.285714285714286,0.0701233981964879,0.122303809086737,0.125,0.171930900541756,0,0,"RB"
0.444839857651246,0.217648323301806,0,0,0,0,0,0.380560131795717,0,0,0,0.526758869512928,0.149867693047871,0.180583389000223,0.491286307053942,0,0.0423728813559322,0.405633802816901,0,0,0,0.410025706940874,0,0,0,0,0.393760086067778,0.265653775322284,0,0,0.032527935412157,0,0,0,0,0.0859041290934979,0.122303809086737,0.125,0.169886537871818,0,0,"RB"
0,0.041583070602847,0,0,0,0,0,0.275123558484349,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.00120279047389942,0,0,0,0.166666666666667,0.425352112676056,0,0,0,0.0861182519280206,0,0,0,0,0,0,0,0,0.032527935412157,0,0,0,0.142857142857143,0.00142382534409113,0.581229921982561,0,0.00316876213840341,0,0,"RB"
0.385231316725979,0.191351390083118,0,0,0,0,0,0.457990115321252,0.0833333333333333,0.0833333333333333,0,0.526758869512928,0.243204233822468,0.35292807837898,0.472554831061055,0.025,0.0621468926553673,0.36056338028169,0,0,0,0.348329048843188,0,0,0,0,0.431414739107047,0.411602209944751,0,0,0.119581115076347,0,0,0,0.142857142857143,0.0720218319886094,0.198715006883892,0,0.1770418072166,0,0,"RB"
0.444839857651246,0.187016337059329,0,0,0,0,0,0.494233937397035,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.175366851094539,0.222667557336896,0.510729104919976,0,0.115819209039548,0.349295774647887,0,0,0,0.291773778920309,0.00680272108843537,0,0,0,0.629370629370629,0.662523020257827,0,0,0.032527935412157,0,0,0,0,0.12280493592786,0.141349242771914,0,0.230706327302464,0,0,"RB"
0.314501779359431,0.172996082927295,0,0,0,0,0,0.329489291598023,0.0833333333333333,0.166666666666667,0,0.526758869512928,0.168150108251143,0.222667557336896,0.383402489626556,0,0.209039548022599,0.405633802816901,0,0,0,0.150385604113111,0,0,0,0,0.332436793975256,0.210405156537753,0,0,0.0738898964488387,0,0,0,0.285714285714286,0.0652586616041766,0.523864157870583,0,0.143412041296126,0,0,"RB"
0.482651245551601,0.23888172351199,0,0,0,0,0,0.380560131795717,0.0833333333333333,0.166666666666667,0,0.526758869512928,0.2177050757758,0.216210198174126,0.524362774155305,0.025,0.163841807909604,0.388732394366197,0,0,0,0.232647814910026,0,0,0,0,0.456159225389995,0.686003683241252,0,0,0.0642368220909144,0,0,0,0.285714285714286,0.0925486473659231,0.435979807251033,0,0.190636818971686,0,0,"RB"
0.512233096085409,0.256986242476354,0,0,0,0,0,0.411861614497529,0.0833333333333333,0.166666666666667,0,0.526758869512928,0.255953812845802,0.324871966154531,0.550207468879668,0.05,0.135593220338983,0.377464788732394,0,0,0,0.248071979434447,0,0,0,0,0.501344809037117,0.400552486187845,0,0,0.0761130287252092,0,0,0,0.285714285714286,0.0968201233981965,0.364616796695732,0,0.204129612593274,0,0,"RB"
0.314501779359431,0.218006592146747,0,0,0,0,0,0.617792421746293,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.189800336781333,0.222667557336896,0.383402489626556,0.025,0.155367231638418,0.304225352112676,0,0,0,0.452442159383034,0,0,0,0,0.332436793975256,0.202117863720074,0,0,0.0738898964488387,0,0,0,0.142857142857143,0.109278595158994,0.466498393758605,0,0.216498006746397,0,0,"RB"
0.492437722419929,0.26294544759721,0,0,0,0,0,0.411861614497529,0.0416666666666667,0.166666666666667,0,0.526758869512928,0.255953812845802,0.324871966154531,0.543094250148192,0.025,0.135593220338983,0.377464788732394,0,0,0,0.309768637532134,0,0,0,0,0.485207100591716,0.397329650092081,0,0,0.0940735973790441,0,0,0,0.142857142857143,0.0972947318462269,0.287976135842129,0,0.21179597260554,0,0,"RB"
0.411032028469751,0.244602082736219,0,0,0,0,0,0.449752883031301,0.0833333333333333,0.166666666666667,0,0.526758869512928,0.316093336540775,0.445335114673792,0.522821576763486,0.025,0.101694915254237,0.363380281690141,0,0,0,0.326478149100257,0,0,0,0,0.472834857450242,0.470994475138122,0,0,0.166149885918212,0,0,0,0.142857142857143,0.0866160417655434,0.208352455254704,0,0.220484513952775,0,0,"RB"
0.314501779359431,0.187374605904271,0,0,0,0,0,0.494233937397035,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.17296127014674,0.222667557336896,0.383402489626556,0.025,0.115819209039548,0.349295774647887,0,0,0,0.358611825192802,0,0,0,0,0.332436793975256,0.234806629834254,0,0.128908061320556,0.0738898964488387,0,0,0,0,0.0914807783578547,0.380449747590638,0,0.185832566697332,0,0,"RB"
0.532250889679715,0.33938807681284,0,0,0,0,0,0.609555189456343,0.125,0.0833333333333333,0,0.776007215874925,0.406302622083233,0.486973947895792,0.638767042086544,0.025,0.0593220338983051,0.307042253521127,0,0,0,0.508997429305912,0,0,0,0,0.563743948359333,0.511970534069982,0,0.140795593463262,0.189551278301059,0,0,0,0,0.133246321784528,0.191831115190454,0,0.318102831442298,0,0,"RB"
0.569839857651246,0.300778637623006,0,0,0,0,0,0.515650741350906,0.125,0.0833333333333333,0,0.55271597514532,0.262208323310079,0.204408817635271,0.593953764078245,0.05,0.076271186440678,0.340845070422535,0,0,0,0.440874035989717,0,0,0,0,0.537923614846692,0.405616942909761,0,0.142537974061011,0.0630082489908149,0,0,0,0,0.131466540104414,0.275355667737494,0,0.25411427987325,0,0,"RB"
0.444839857651246,0.252627304862902,0,0,0,0,0,0.494233937397035,0.0833333333333333,0.0833333333333333,0,0.543495690519142,0.176810199663219,0.180583389000223,0.491286307053942,0,0.115819209039548,0.349295774647887,0,0,0,0.426735218508997,0,0,0,0,0.393760086067778,0.23158379373849,0,0.13270195455759,0.032527935412157,0,0,0,0,0.117940199335548,0.39008719596145,0,0.222835531023204,0,0,"RB"
0.599199288256228,0.339411961402503,0,0,0,0,0,0.494233937397035,0.0833333333333333,0.166666666666667,0,0.459510924032872,0.330286264132788,0.313070585615676,0.622525192649674,0.1,0.115819209039548,0.349295774647887,0,0,0,0.356041131105398,0,0,0,0,0.592253899946208,0.470534069981584,0,0.142790900276814,0.0694436318960978,0,0,0,0.142857142857143,0.136449928808733,0.32308398347866,0,0.273740161504651,0,0,"RB"
0.497330960854092,0.260819719117226,0,0,0,0,0,0.548599670510708,0,0.166666666666667,0,0.461314892764081,0.584556170315131,0.795813849922066,0.700414937759336,0.05,0.0423728813559322,0.326760563380281,0,0,0,0.439588688946015,0,0,0,0,0.535771920387305,0.505985267034991,0,0.145980580887209,0.565377639969578,0,0,0,0.142857142857143,0.126008542952065,0.119320789352914,0,0.357456812838598,0,0,"RB"
0.482651245551601,0.315443775675934,0,0,0,0,0,0.449752883031301,0.0416666666666667,0.166666666666667,0,0.502204850671477,0.232860235746933,0.216210198174126,0.524362774155305,0.025,0.200564971751413,0.363380281690141,0,0,0,0.320051413881748,0,0,0,0,0.456159225389995,0.701657458563536,0,0.134753467196875,0.0642368220909144,0,0,0,0,0.126957759848125,0.405231757687012,0,0.242972503322089,0,0,"RB"
0.492437722419929,0.309305436132607,0,0,0,0,0,0.471169686985173,0.0833333333333333,0.166666666666667,0,0.50561234716376,0.268943949963916,0.324871966154531,0.543094250148192,0.025,0.161016949152543,0.357746478873239,0,0,0,0.353470437017995,0,0,0,0,0.485207100591716,0.39134438305709,0,0.138013405089438,0.0940735973790441,0,0,0,0,0.127788324632178,0.338916934373566,0,0.251967699069815,0,0,"RB"
0.492437722419929,0.346744530428967,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.493786329925837,0.281212412797691,0.324871966154531,0.543094250148192,0.025,0.192090395480226,0.329577464788732,0,0,0,0.415167095115681,0,0,0,0,0.485207100591716,0.384898710865562,0,0.137001700226228,0.0940735973790441,0,0,0,0,0.132059800664452,0.396282698485544,0,0.268424818562813,0,0,"RB"
0.496663701067616,0.310499665615745,0,0,0,0,0,0.457990115321252,0.0416666666666667,0.25,0,0.500501102425336,0.335337984123166,0.424404364284124,0.57344398340249,0.025,0.18361581920904,0.36056338028169,0,0,0,0.329048843187661,0,0,0,0,0.511027434104357,0.465930018416206,0,0.141090674048365,0.149476393845434,0,0,0,0,0.128381585192216,0.313446535107848,0,0.275273433507104,0,0,"RB"
0.519128113879003,0.345180089806057,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.502605732611746,0.311282174645177,0.346693386773547,0.565500889152342,0.075,0.15819209039548,0.329577464788732,0,0,0,0.386889460154242,0,0,0,0,0.521785906401291,0.574585635359116,0,0.142172636193741,0.102439595155912,0,0,0,0,0.133246321784528,0.340752638825149,0,0.273842379638148,0,0,"RB"
0.527580071174377,0.305877997516003,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.509019843656043,0.383690161173923,0.500111333778668,0.602133965619443,0.075,0.101694915254237,0.329577464788732,0,0,0,0.415167095115681,0,0,0,0,0.550833781603012,0.494475138121547,0,0.149282673149072,0.173638331480723,0,0,0,0,0.133720930232558,0.240936209270307,0,0.293468261269549,0,0,"RB"
0.754448398576512,0.451920321008885,0,0,0,0.0769230769230769,0,0.507413509060956,0.25,0.25,0,0.505812788133895,0.474621121000722,0.424627031841461,0.765737996443391,0.325,0.0903954802259888,0.343661971830986,0,0,0,0.393316195372751,0,0,0,0,0.706831629908553,0.506445672191529,0,0.158472325656554,0.184519978938747,0,0,0,0.142857142857143,0.146654010441386,0.228086278109224,0,0.34263518348155,0,0,"RB"
0.544039145907473,0.345681666188975,0,0,0,0,0,0.494233937397035,0,0.333333333333333,0,0.446983363399479,0.396439740197258,0.427967045201514,0.634143449911085,0.15,0.22316384180791,0.349295774647887,0,0,0,0.325192802056555,0,0,0,0,0.57073695535234,0.493093922651934,0,0.292326499641688,0.15725735681273,0,0,0,0,0.138111058376839,0.382285452042221,0,0.315956250638863,0,0,"RB"
0.536254448398576,0.332318238272666,0,0,0,0,0,0.523887973640857,0.0833333333333333,0.333333333333333,0,0.493886550410904,0.518402694250661,0.65642395902917,0.685477178423237,0.2,0.107344632768362,0.338028169014084,0,0,0,0.386889460154242,0,0,0,0,0.580957504034427,0.505985267034991,0,0.315736226059831,0.332709296203124,0,0,0,0,0.133602278120551,0.215695273061037,0,0.348359398957375,0,0,"RB"
0.562055160142349,0.357110442342601,0,0,0,0,0,0.535420098846787,0.166666666666667,0.333333333333333,0,0.515033072760072,0.624488814048593,0.763081718993543,0.757083580320095,0.25,0.0677966101694916,0.332394366197183,0,0,0,0.412596401028278,0,0,0,0,0.607853684776762,0.505985267034991,0,0.333005466016553,0.53530685075762,0,0,0,0,0.133602278120551,0.142037631941257,0,0.385975672084228,0,0,"RB"
0.522019572953737,0.277419508932837,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.519142112647825,0.544864084676449,0.736806947227789,0.682750444576171,0.075,0.0508474576271187,0.326760563380281,0,0,0,0.43573264781491,0,0,0,0,0.548144163528779,0.505985267034991,0,0.153357595514775,0.465161177090037,0,0,0,0,0.129449454200285,0.113125286828821,0,0.345599509352959,0,0,"RB"
0.569839857651246,0.359260055412248,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.450691521346963,0.28361799374549,0.204408817635271,0.593953764078245,0.1,0.192090395480226,0.329577464788732,0,0,0,0.406169665809769,0,0,0,0,0.537923614846692,0.38720073664825,0,0.13489398176121,0.0630082489908149,0,0,0,0.142857142857143,0.147603227337447,0.479348324919688,0,0.282019830317898,0,0,"RB"
0.584741992882562,0.382416165090284,0,0,0,0,0,0.548599670510708,0.0416666666666667,0.166666666666667,0,0.535377831228703,0.313447197498196,0.30705856156758,0.609128630705394,0.125,0.15819209039548,0.329577464788732,0,0,0,0.419023136246787,0,0,0,0,0.566433566433566,0.574585635359116,0,0.143184341056951,0.0779266366348798,0,0,0,0,0.149027052681538,0.346259752179899,0,0.289277317796177,0,0,"RB"
0.590524911032028,0.191685774338397,0,0,0,0,0,0.57660626029654,0.0416666666666667,0.25,0,0.53617959510924,0.399326437334616,0.485860610109107,0.662833432128038,0.15,0.177966101694915,0.31830985915493,0,0,0,0.377892030848329,0.00680272108843537,0,0,0,0.675632060247445,0.512430939226519,0,0.150322480925148,0.148891359035863,0,0,0,0,0.151281442809682,0.275355667737494,0,0.334048860267812,0,0,"RB"
0.588078291814947,0.370593293207223,0,0,0,0,0,0.520593080724876,0.0833333333333333,0.25,0,0.516335939065945,0.36997834977147,0.409040302827878,0.627504445761707,0.125,0.180790960451977,0.338028169014084,0,0,0,0.367609254498715,0,0,0,0,0.583109198493814,0.528545119705341,0,0.147104697401886,0.133855964429884,0,0,0,0.142857142857143,0.149264356905553,0.373106929784305,0,0.303485638352244,0,0,"RB"
0.588523131672598,0.377137670774816,0,0,0,0,0,0.565074135090609,0.0833333333333333,0.416666666666667,0,0.507817197835237,0.520327159008901,0.57604097083055,0.714641375222288,0.25,0.169491525423729,0.323943661971831,0,0,0,0.412596401028278,0,0,0,0,0.595481441635288,0.505985267034991,0,0.307431815307657,0.330076639560054,0,0,0,0,0.150450878025629,0.300137677833869,0,0.374220586732086,0,0,"RB"
0.548932384341637,0.405381198051018,0,0,0,0,0,0.548599670510708,0.0833333333333333,0.333333333333333,0,0.419222289035879,0.439259081068078,0.50144733912269,0.649318316538234,0.15,0.192090395480226,0.329577464788732,0,0,0,0.379177377892031,0,0,0,0,0.583647122108661,0.502302025782689,0,0.29887447833968,0.192651962791786,0,0,0,0,0.150332225913621,0.338916934373566,0,0.335173259736277,0,0,"RB"
0.569839857651246,0.34928823922805,0.166666666666667,0,0,0,0,0.411861614497529,0.0416666666666667,0.166666666666667,0,0.40549208258168,0.394515275439019,0.204408817635271,0.593953764078245,0,0.5,0.338028169014084,0,0,0,0.420308483290488,0,0,0,0,0.537923614846692,0.38121546961326,0,0.132575491449689,0.0630082489908149,0,0,0,0.142857142857143,0.202776459420978,0.589720055071133,0,0.37575385873454,0,0.0740740740740741,"RB"
0.713078291814947,0.308206745008121,0,0,0.0277777777777778,0,0,0.507413509060956,0.0416666666666667,0.166666666666667,0.0227272727272727,0.43185007015434,0.52177050757758,0.645735916276998,0.740011855364553,0,0.0621468926553673,0.346478873239437,0,0,0,0.416452442159383,0,0,0,0,0.655190962883271,0.505985267034991,0,0.148523894501665,0.370093020534722,0,0,0.111111111111111,0,0.142738490745135,0.160624139513538,0.125,0.345292854952469,0,0,"RB"
0.598532028469751,0.367201681475112,0,0,0,0,0,0.411861614497529,0,0.333333333333333,0.0227272727272727,0.276408097815193,0.380322347847005,0.319750612335783,0.651096621221103,0.1,0.307909604519774,0.391549295774648,0,0,0,0.276349614395887,0,0,0,0,0.600860677783755,0.529926335174954,0,0.275647420855172,0.11607090621892,0,0,0.111111111111111,0.571428571428571,0.144280968201234,0.585589720055071,0.125,0.316671777573342,0,0,"RB"
0.482651245551601,0.336378618515334,0,0,0,0,0,0.471169686985173,0,0.25,0,0.383844457807176,0.256916045224922,0.216210198174126,0.524362774155305,0,0.471751412429379,0.357746478873239,0,0,0,0.298200514138817,0,0,0,0,0.456159225389995,0.72744014732965,0,0.251591327441089,0.0642368220909144,0,0,0,0.142857142857143,0.137636449928809,0.74942634235888,0,0.266176019625882,0,0,"RB"
0.492437722419929,0.302581924142543,0,0,0,0,0,0.548599670510708,0,0.166666666666667,0.0227272727272727,0.419322509520946,0.295886456579264,0.324871966154531,0.543094250148192,0.05,0.322033898305085,0.354929577464788,0,0,0,0.416452442159383,0,0,0,0,0.485207100591716,0.378453038674033,0,0.131760506976548,0.0940735973790441,0,0,0.0555555555555556,0.142857142857143,0.137161841480778,0.606700321248279,0.125,0.28917509966268,0,0,"RB"
0.713078291814947,0.331458393044808,0,0,0.0277777777777778,0,0,0.504118616144975,0.0416666666666667,0.25,0.0681818181818182,0.43465624373622,0.582391147462112,0.710086840347361,0.765026674570243,0.05,0.0790960451977402,0.352112676056338,0,0,0,0.40745501285347,0,0,0,0,0.656266810112964,0.505985267034991,0,0.314050051287816,0.457614228046569,0,0,0.222222222222222,0.142857142857143,0.143094447081158,0.192519504359798,0.25,0.377593785137483,0,0,"RB"
0.482651245551601,0.222007260915257,0,0,0,0,0,0.439868204283361,0.125,0.0833333333333333,0,0.526758869512928,0.205917729131585,0.216210198174126,0.524362774155305,0.05,0.0734463276836159,0.366197183098591,0,0,0,0.330334190231363,0,0,0,0,0.456159225389995,0.663443830570903,0,0,0.0642368220909144,0,0,0,0.142857142857143,0.0869719981015662,0.252409362092703,0,0.180517223755494,0,0,"RB"
0.706183274021352,0.369936466991497,0,0,0,0.0769230769230769,0,0.487644151565074,0.125,0.25,0,0.50280617358188,0.404859273514554,0.41393898908929,0.710254890337878,0.075,0.127118644067797,0.349295774647887,0,0,0,0.363753213367609,0,0,0,0,0.632060247444863,0.512430939226519,0,0.145502831368471,0.169484584332768,0,0,0,0,0.13312766967252,0.245754933455714,0,0.312991924767454,0,0,"RB"
0.587633451957295,0.262670774816089,0,0,0,0,0.111111111111111,0.693574958813839,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.372624488814049,0.264306390558896,0.646947243627742,0.05,0.0847457627118645,0.276056338028169,0,0,0,0.505141388174807,0.00680272108843537,0,0,0,0.64550833781603,0.494935543278085,0,0,0.061019130638273,0,0.0833333333333333,0,0.142857142857143,0.162790697674419,0.194584671867829,0,0.31605846877236,0,0,"RB"
0.579848754448399,0.255612878570746,0,0,0,0,0.111111111111111,0.693574958813839,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.372624488814049,0.264306390558896,0.646947243627742,0.05,0.0847457627118645,0.276056338028169,0,0,0,0.487146529562982,0.00680272108843537,0,0,0,0.64228079612695,0.494935543278085,0,0,0.0643538290528286,0,0.0833333333333333,0,0.142857142857143,0.162316089226388,0.194584671867829,0,0.31605846877236,0,0,"RB"
0.624332740213523,0.29195328174262,0,0,0,0,0.166666666666667,0.693574958813839,0.0833333333333333,0.0833333333333333,0,0.526758869512928,0.374308395477508,0.196170118013805,0.670895080023711,0.075,0.0847457627118645,0.276056338028169,0,0,0,0.525706940874036,0.00680272108843537,0,0,0,0.670252824098978,0.494935543278085,0,0,0.036038144269584,0,0.0833333333333333,0,0.142857142857143,0.171214997626958,0.198715006883892,0,0.326791372789533,0,0,"RB"
0.629003558718861,0.302701347090857,0,0,0,0,0.111111111111111,0.658978583196046,0,0.166666666666667,0,0.526758869512928,0.399085879239836,0.280783789801826,0.660936573799644,0.1,0.132768361581921,0.290140845070422,0,0,0,0.457583547557841,0.00680272108843537,0,0,0,0.670790747713825,0.512430939226519,0,0,0.05803545310946,0,0.166666666666667,0,0,0.167299477930707,0.1757687012391,0,0.326791372789533,0,0,"RB"
0.565613879003559,0.226712525078819,0,0,0,0,0.0555555555555556,0.706754530477759,0.0416666666666667,0.166666666666667,0,0.502505512126679,0.424585037286505,0.379648185259408,0.65773562537048,0.075,0.129943502824859,0.273239436619718,0,0,0,0.48586118251928,0.00680272108843537,0,0,0,0.627218934911243,0.502302025782689,0,0.14606488962581,0.143977066635465,0,0,0,0,0.154959658281917,0.233593391463974,0,0.340181948277624,0,0,"RB"
0.560720640569395,0.227918696856788,0,0,0,0,0.0555555555555556,0.741350906095552,0.0416666666666667,0.0833333333333333,0,0.526758869512928,0.399085879239836,0.369850812736584,0.627385892116183,0.025,0.0847457627118645,0.259154929577465,0,0,0,0.520565552699229,0.00680272108843537,0,0,0,0.620763851533082,0.512430939226519,0,0,0.125723980576844,0,0,0,0.142857142857143,0.156620787850024,0.195043597980725,0,0.321373811714198,0,0,"RB"
0.579848754448399,0.275592337823636,0,0,0,0,0.111111111111111,0.769357495881384,0,0.166666666666667,0,0.526758869512928,0.386576858311282,0.264306390558896,0.646947243627742,0.1,0.177966101694915,0.250704225352113,0,0,0,0.501285347043702,0.00680272108843537,0,0,0,0.64228079612695,0.494014732965009,0,0.141020416766198,0.0643538290528286,0,0.0833333333333333,0,0.142857142857143,0.165519696250593,0.334786599357503,0,0.329755698660943,0,0,"RB"
